ortho,lemme
beaucoup,beaucoup
vis,vivre
vit,vivre
vivaient,vivre
vivais,vivre
vivait,vivre
vivant,vivre
vive,vivre
vivent,vivre
vives,vivre
vivez,vivre
viviez,vivre
vivions,vivre
vivons,vivre
vivra,vivre
vivrai,vivre
vivraient,vivre
vivrais,vivre
vivrait,vivre
vivras,vivre
vivre,vivre
vivrez,vivre
vivriez,vivre
vivrions,vivre
vivrons,vivre
vivront,vivre
vécu,vivre
vécue,vivre
vécues,vivre
vécurent,vivre
vécus,vivre
vécussent,vivre
vécut,vivre
vécûmes,vivre
vécût,vivre
eau,eau
eaux,eau
terre,terre
terres,terre
mort,mort
morte,mort
mortes,mort
morts,mort
loin,loin
toi,toi
pendant,pendant
chercha,chercher
cherchai,chercher
cherchaient,chercher
cherchais,chercher
cherchait,chercher
cherchant,chercher
cherchas,chercher
cherche,chercher
cherchent,chercher
chercher,chercher
cherchera,chercher
chercherai,chercher
chercheraient,chercher
chercherais,chercher
chercherait,chercher
chercheras,chercher
chercherez,chercher
chercheriez,chercher
chercherions,chercher
chercherons,chercher
chercheront,chercher
cherches,chercher
cherchez,chercher
cherchiez,chercher
cherchions,chercher
cherchons,chercher
cherchâmes,chercher
cherchât,chercher
cherchèrent,chercher
cherché,chercher
cherchée,chercher
cherchées,chercher
cherchés,chercher
parais,paraître
paraissaient,paraître
paraissais,paraître
paraissait,paraître
paraissant,paraître
paraisse,paraître
paraissent,paraître
paraissez,paraître
paraissiez,paraître
paraissions,paraître
paraissons,paraître
paraît,paraître
paraîtra,paraître
paraîtrai,paraître
paraîtraient,paraître
paraîtrais,paraître
paraîtrait,paraître
paraîtras,paraître
paraître,paraître
paraîtrez,paraître
paraîtront,paraître
paru,paraître
parue,paraître
parurent,paraître
parus,paraître
parussent,paraître
parut,paraître
parût,paraître
donc,donc
long,long
longs,long
longue,long
longues,long
tomba,tomber
tombai,tomber
tombaient,tomber
tombais,tomber
tombait,tomber
tombant,tomber
tombe,tomber
tombent,tomber
tomber,tomber
tombera,tomber
tomberai,tomber
tomberaient,tomber
tomberais,tomber
tomberait,tomber
tomberas,tomber
tomberez,tomber
tomberiez,tomber
tomberions,tomber
tomberons,tomber
tomberont,tomber
tombes,tomber
tombez,tomber
tombiez,tomber
tombions,tomber
tombons,tomber
tombâmes,tomber
tombât,tomber
tombèrent,tomber
tombé,tomber
tombée,tomber
tombées,tomber
tombés,tomber
leva,lever
levai,lever
levaient,lever
levais,lever
levait,lever
levant,lever
lever,lever
levez,lever
leviez,lever
levions,lever
levons,lever
levâmes,lever
levât,lever
levèrent,lever
levé,lever
levée,lever
levées,lever
levés,lever
lève,lever
lèvent,lever
lèvera,lever
lèverai,lever
lèveraient,lever
lèverais,lever
lèverait,lever
lèveras,lever
lèverez,lever
lèverons,lever
lèveront,lever
lèves,lever
enfin,enfin
tant,tant
blanc,blanc
blanche,blanc
blanches,blanc
blancs,blanc
vrai,vrai
vraie,vrai
vraies,vrai
vrais,vrai
votre,votre
leur,leur
leur,leur
regard,regard
regards,regard
commence,commencer
commencent,commencer
commencer,commencer
commencera,commencer
commencerai,commencer
commenceraient,commencer
commencerais,commencer
commencerait,commencer
commenceras,commencer
commencerez,commencer
commenceriez,commencer
commencerions,commencer
commencerons,commencer
commenceront,commencer
commences,commencer
commencez,commencer
commenciez,commencer
commencions,commencer
commencèrent,commencer
commencé,commencer
commencée,commencer
commencées,commencer
commencés,commencer
commença,commencer
commençai,commencer
commençaient,commencer
commençais,commencer
commençait,commencer
commençant,commencer
commenças,commencer
commençons,commencer
commençâmes,commencer
commençât,commencer
assez,assez
fini,finir
finie,finir
finies,finir
finir,finir
finira,finir
finirai,finir
finiraient,finir
finirais,finir
finirait,finir
finiras,finir
finirent,finir
finirez,finir
finiriez,finir
finirions,finir
finirons,finir
finiront,finir
finis,finir
finissaient,finir
finissais,finir
finissait,finir
finissant,finir
finisse,finir
finissent,finir
finisses,finir
finissez,finir
finissiez,finir
finissions,finir
finissons,finir
finit,finir
finîmes,finir
finît,finir
retrouva,retrouver
retrouvai,retrouver
retrouvaient,retrouver
retrouvais,retrouver
retrouvait,retrouver
retrouvant,retrouver
retrouvas,retrouver
retrouve,retrouver
retrouvent,retrouver
retrouver,retrouver
retrouvera,retrouver
retrouverai,retrouver
retrouveraient,retrouver
retrouverais,retrouver
retrouverait,retrouver
retrouveras,retrouver
retrouverez,retrouver
retrouveriez,retrouver
retrouverions,retrouver
retrouverons,retrouver
retrouveront,retrouver
retrouves,retrouver
retrouvez,retrouver
retrouviez,retrouver
retrouvions,retrouver
retrouvons,retrouver
retrouvâmes,retrouver
retrouvât,retrouver
retrouvèrent,retrouver
retrouvé,retrouver
retrouvée,retrouver
retrouvées,retrouver
retrouvés,retrouver
chambre,chambre
chambres,chambre
sûr,sûr
sûre,sûr
sûres,sûr
sûrs,sûr
l',l'
gens,gens
posa,poser
posai,poser
posaient,poser
posais,poser
posait,poser
posant,poser
posas,poser
pose,poser
posent,poser
poser,poser
posera,poser
poserai,poser
poseraient,poser
poserais,poser
poserait,poser
poseras,poser
poserez,poser
poseriez,poser
poserions,poser
poserons,poser
poseront,poser
poses,poser
posez,poser
posiez,poser
posions,poser
posons,poser
posâmes,poser
posât,poser
posèrent,poser
posé,poser
posée,poser
posées,poser
posés,poser
monta,monter
montai,monter
montaient,monter
montais,monter
montait,monter
montant,monter
monte,monter
montent,monter
monter,monter
montera,monter
monterai,monter
monteraient,monter
monterais,monter
monterait,monter
monteras,monter
monterez,monter
monteriez,monter
monterons,monter
monteront,monter
montes,monter
montez,monter
montiez,monter
montions,monter
montons,monter
montâmes,monter
montât,monter
montèrent,monter
monté,monter
montée,monter
montées,monter
montés,monter
amour,amour
amours,amour
dernier,dernier
derniers,dernier
dernière,dernier
dernières,dernier
coeur,coeur
coeurs,coeur
peine,peine
peines,peine
engraisser,entrer
entra,entrer
entrai,entrer
entraient,entrer
entrais,entrer
entrait,entrer
entrant,entrer
entrassent,entrer
entre,entrer
entrent,entrer
entrer,entrer
entrera,entrer
entrerai,entrer
entreraient,entrer
entrerais,entrer
entrerait,entrer
entreras,entrer
entrerez,entrer
entrerions,entrer
entrerons,entrer
entreront,entrer
entres,entrer
entrez,entrer
entriez,entrer
entrions,entrer
entrons,entrer
entrâmes,entrer
entrât,entrer
entrèrent,entrer
entré,entrer
entrée,entrer
entrées,entrer
entrés,entrer
mieux,mieux
bout,bout
bouts,bout
seulement,seulement
matin,matin
matins,matin
dieu,dieu
dieux,dieu
asseoir,asseoir
asseyaient,asseoir
asseyais,asseoir
asseyait,asseoir
asseyant,asseoir
asseye,asseoir
asseyent,asseoir
asseyes,asseoir
asseyez,asseoir
asseyiez,asseoir
asseyions,asseoir
asseyons,asseoir
assied,asseoir
assieds,asseoir
assirent,asseoir
assis,asseoir
assise,asseoir
assises,asseoir
assit,asseoir
assiéra,asseoir
assiérai,asseoir
assiérais,asseoir
assiérait,asseoir
assiéras,asseoir
assiérions,asseoir
assiéront,asseoir
assoie,asseoir
assoient,asseoir
assoies,asseoir
assoira,asseoir
assoirai,asseoir
assoiraient,asseoir
assoirais,asseoir
assoirait,asseoir
assoiras,asseoir
assoiront,asseoir
assois,asseoir
assoit,asseoir
assoyait,asseoir
assoyez,asseoir
assoyons,asseoir
assîmes,asseoir
assît,asseoir
nom,nom
noms,nom
meure,mourir
meurent,mourir
meures,mourir
meurs,mourir
meurt,mourir
mort,mourir
morte,mourir
mortes,mourir
morts,mourir
mouraient,mourir
mourais,mourir
mourait,mourir
mourant,mourir
mourez,mourir
mouriez,mourir
mourions,mourir
mourir,mourir
mourons,mourir
mourra,mourir
mourrai,mourir
mourraient,mourir
mourrais,mourir
mourrait,mourir
mourras,mourir
mourrez,mourir
mourriez,mourir
mourrions,mourir
mourrons,mourir
mourront,mourir
moururent,mourir
mourus,mourir
mourussent,mourir
mourut,mourir
mourût,mourir
mourûtes,mourir
tira,tirer
tirai,tirer
tiraient,tirer
tirais,tirer
tirait,tirer
tirant,tirer
tiras,tirer
tire,tirer
tirent,tirer
tirer,tirer
tirera,tirer
tirerai,tirer
tireraient,tirer
tirerais,tirer
tirerait,tirer
tireras,tirer
tirerez,tirer
tireriez,tirer
tirerions,tirer
tirerons,tirer
tireront,tirer
tires,tirer
tirez,tirer
tiriez,tirer
tirions,tirer
tirons,tirer
tirâmes,tirer
tirât,tirer
tirèrent,tirer
tiré,tirer
tirée,tirer
tirées,tirer
tirés,tirer
quoi,quoi
quoi,quoi
table,table
tables,table
perd,perdre
perdaient,perdre
perdais,perdre
perdait,perdre
perdant,perdre
perde,perdre
perdent,perdre
perdes,perdre
perdez,perdre
perdiez,perdre
perdions,perdre
perdirent,perdre
perdis,perdre
perdisse,perdre
perdit,perdre
perdons,perdre
perdra,perdre
perdrai,perdre
perdraient,perdre
perdrais,perdre
perdrait,perdre
perdras,perdre
perdre,perdre
perdrez,perdre
perdriez,perdre
perdrions,perdre
perdrons,perdre
perdront,perdre
perds,perdre
perdu,perdre
perdue,perdre
perdues,perdre
perdus,perdre
perdîmes,perdre
perdît,perdre
tourna,tourner
tournai,tourner
tournaient,tourner
tournais,tourner
tournait,tourner
tournant,tourner
tournas,tourner
tourne,tourner
tournent,tourner
tourner,tourner
tournera,tourner
tournerai,tourner
tourneraient,tourner
tournerais,tourner
tournerait,tourner
tourneras,tourner
tournerez,tourner
tourneriez,tourner
tournerions,tourner
tournerons,tourner
tourneront,tourner
tournes,tourner
tournez,tourner
tournions,tourner
tournons,tourner
tournâmes,tourner
tournât,tourner
tournèrent,tourner
tourné,tourner
tournée,tourner
tournées,tourner
tournés,tourner
fond,fond
pourtant,pourtant
année,année
années,année
autres,autres
plein,plein
pleine,plein
pleines,plein
pleins,plein
comme,comme
autour,autour
histoire,histoire
histoires,histoire
fait,fait
faits,fait
guerre,guerre
guerres,guerre
ami,ami
amie,ami
amies,ami
amis,ami
gros,gros
grosse,gros
grosses,gros
ville,ville
villes,ville
vite,vite
doute,doute
doutes,doute
mal,mal
derrière,derrière
ailleurs,ailleurs
force,force
forces,force
tard,tard
écrira,écrire
écrirai,écrire
écriraient,écrire
écrirais,écrire
écrirait,écrire
écriras,écrire
écrire,écrire
écrirez,écrire
écririez,écrire
écrirons,écrire
écriront,écrire
écris,écrire
écrit,écrire
écrite,écrire
écrites,écrire
écrits,écrire
écrivaient,écrire
écrivais,écrire
écrivait,écrire
écrivant,écrire
écrive,écrire
écrivent,écrire
écrives,écrire
écrivez,écrire
écriviez,écrire
écrivions,écrire
écrivirent,écrire
écrivis,écrire
écrivisse,écrire
écrivit,écrire
écrivons,écrire
écrivîmes,écrire
écrivît,écrire
instant,instant
instants,instant
reprenaient,reprendre
reprenais,reprendre
reprenait,reprendre
reprenant,reprendre
reprend,reprendre
reprendra,reprendre
reprendrai,reprendre
reprendraient,reprendre
reprendrais,reprendre
reprendrait,reprendre
reprendras,reprendre
reprendre,reprendre
reprendrez,reprendre
reprendriez,reprendre
reprendrions,reprendre
reprendrons,reprendre
reprendront,reprendre
reprends,reprendre
reprenez,reprendre
repreniez,reprendre
reprenions,reprendre
reprenne,reprendre
reprennent,reprendre
reprennes,reprendre
reprenons,reprendre
reprirent,reprendre
repris,reprendre
reprise,reprendre
reprises,reprendre
reprisse,reprendre
reprissent,reprendre
reprit,reprendre
reprîmes,reprendre
reprît,reprendre
lit,lit
lits,lit
joua,jouer
jouai,jouer
jouaient,jouer
jouais,jouer
jouait,jouer
jouant,jouer
joue,jouer
jouent,jouer
jouer,jouer
jouera,jouer
jouerai,jouer
joueraient,jouer
jouerais,jouer
jouerait,jouer
joueras,jouer
jouerez,jouer
joueriez,jouer
jouerions,jouer
jouerons,jouer
joueront,jouer
joues,jouer
jouez,jouer
jouiez,jouer
jouions,jouer
jouons,jouer
jouâmes,jouer
jouât,jouer
jouèrent,jouer
joué,jouer
jouée,jouer
jouées,jouer
joués,jouer
jeta,jeter
jetai,jeter
jetaient,jeter
jetais,jeter
jetait,jeter
jetant,jeter
jetas,jeter
jeter,jeter
jetez,jeter
jetiez,jeter
jetions,jeter
jetons,jeter
jette,jeter
jettent,jeter
jettera,jeter
jetterai,jeter
jetteraient,jeter
jetterais,jeter
jetterait,jeter
jetteras,jeter
jetterez,jeter
jetteriez,jeter
jetterions,jeter
jetterons,jeter
jetteront,jeter
jettes,jeter
jetâmes,jeter
jetât,jeter
jetèrent,jeter
jeté,jeter
jetée,jeter
jetées,jeter
jetés,jeter
longtemps,longtemps
soleil,soleil
soleils,soleil
pas,pas
un,un
voilà,voilà
idée,idée
idées,idée
question,question
questions,question
parce que,parce que
marcha,marcher
marchai,marcher
marchaient,marcher
marchais,marcher
marchait,marcher
marchant,marcher
marche,marcher
marchent,marcher
marcher,marcher
marchera,marcher
marcherai,marcher
marcheraient,marcher
marcherais,marcher
marcherait,marcher
marcheras,marcher
marcherez,marcher
marcheriez,marcher
marcherions,marcher
marcherons,marcher
marcheront,marcher
marches,marcher
marchez,marcher
marchiez,marcher
marchions,marcher
marchons,marcher
marchâmes,marcher
marchât,marcher
marchèrent,marcher
marché,marcher
marchées,marcher
marchés,marcher
silence,silence
silences,silence
messieurs,monsieur
monsieur,monsieur
lira,lire
lirai,lire
liraient,lire
lirais,lire
lirait,lire
liras,lire
lire,lire
lirez,lire
liriez,lire
lirons,lire
liront,lire
lis,lire
lisaient,lire
lisais,lire
lisait,lire
lisant,lire
lise,lire
lisent,lire
lises,lire
lisez,lire
lisiez,lire
lisions,lire
lisons,lire
lit,lire
lit-divan,lire
lu,lire
lue,lire
lues,lire
lurent,lire
lus,lire
lut,lire
lûmes,lire
lût,lire
point,point
points,point
est-ce que,est-ce que
ri,rire
riaient,rire
riais,rire
riait,rire
riant,rire
rie,rire
rient,rire
ries,rire
riez,rire
riiez,rire
riions,rire
rions,rire
rira,rire
rirai,rire
riraient,rire
rirais,rire
rirait,rire
riras,rire
rire,rire
rirent,rire
rirez,rire
rirons,rire
riront,rire
ris,rire
rit,rire
rîmes,rire
rît,rire
part,part
parts,part
celui,celui
quitta,quitter
quittai,quitter
quittaient,quitter
quittais,quitter
quittait,quitter
quittant,quitter
quittas,quitter
quittassent,quitter
quitte,quitter
quittent,quitter
quitter,quitter
quittera,quitter
quitterai,quitter
quitteraient,quitter
quitterais,quitter
quitterait,quitter
quitteras,quitter
quitterez,quitter
quitteriez,quitter
quitterions,quitter
quitterons,quitter
quitteront,quitter
quittes,quitter
quittez,quitter
quittiez,quitter
quittions,quitter
quittons,quitter
quittâmes,quitter
quittât,quitter
quittèrent,quitter
quitté,quitter
quittée,quitter
quittées,quitter
quittés,quitter
mur,mur
murs,mur
fin,fin
fins,fin
écouta,écouter
écoutai,écouter
écoutaient,écouter
écoutais,écouter
écoutait,écouter
écoutant,écouter
écoute,écouter
écoutent,écouter
écouter,écouter
écoutera,écouter
écouterai,écouter
écouteraient,écouter
écouterais,écouter
écouterait,écouter
écouteras,écouter
écouterez,écouter
écouteriez,écouter
écouterons,écouter
écouteront,écouter
écoutes,écouter
écoutez,écouter
écoutiez,écouter
écoutions,écouter
écoutons,écouter
écoutâmes,écouter
écoutât,écouter
écoutèrent,écouter
écouté,écouter
